Country Name,Country Code,Indicator Name,Indicator Code,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Portugal,PRT,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.22470974,48.17279944,48.13126135,48.09393238,48.0582556,48.01837595,47.96134755,47.89130141,47.82613541,47.75306285,47.67186849,47.5880008,47.49886918,47.4231424,47.37364766,47.32546983,47.25578204,47.20851653,47.19151672,47.17866284,47.18364033,47.19899918
Paraguay,PRY,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.50176752,50.48187514,50.45892749,50.43689124,50.41609489,50.39683228,50.37944089,50.36327455,50.34820329,50.33449186,50.32194772,50.31024109,50.29879057,50.28689128,50.27433471,50.26163561,50.24928112,50.23615526,50.22115387,50.19937203,50.1734323,50.15506759
West Bank and Gaza,PSE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.24819564,50.16754378,50.0899534,50.02864854,49.98332262,49.94763142,49.92144545,49.89867667,49.87633627,49.85554379,49.83529553,49.81839388,49.79692842,49.78018175,49.77472045,49.78596866,49.81137423,49.83554236,49.85895727,49.87783906,49.89367765,49.90981581
Pacific island small states,PSS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.05432406,51.04189377,51.02975575,51.01610731,51.00389172,50.99399033,50.96304429,50.91125405,50.86188804,50.81343747,50.76598197,50.72156377,50.6794556,50.63658117,50.59483753,50.55616092,50.51812068,50.48098041,50.45431719,50.4371923,50.42529061,50.4188999
Post-demographic dividend,PST,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.87663654,48.87620833,48.87905223,48.88344886,48.88872207,48.89531489,48.90273173,48.90787771,48.9116431,48.92562748,48.95034593,48.97429845,48.99698342,49.0198141,49.04114838,49.05922257,49.07539324,49.08840359,49.09291233,49.08637062,49.08521132,49.07806846
French Polynesia,PYF,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.5229396,51.48020504,51.45396283,51.42883494,51.39886723,51.34985513,51.29278082,51.23900483,51.18363003,51.12859972,51.07368171,51.01134596,50.94679394,50.88574885,50.82458668,50.77068878,50.72478377,50.6808089,50.63328034,50.57954426,50.54019374,50.51963273
Qatar,QAT,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,67.37709377,67.43782773,67.19091244,68.26572092,71.68009773,74.79229121,76.43256799,76.60578262,75.74922498,74.87538598,74.26282758,74.05056544,74.5928249,75.25889671,75.35279053,74.91605989,74.26071625,73.23704642,72.6489602,72.67500795,72.5100014,72.31782906
Romania,ROU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.37282435,48.37882402,48.39510353,48.41368854,48.42963698,48.43959983,48.44145709,48.43497497,48.42598388,48.42196339,48.42038468,48.41781939,48.41656533,48.420907,48.42927151,48.4293781,48.4195648,48.40600217,48.37890452,48.34803524,48.37150846,48.3959583
Russian Federation,RUS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,46.60151495,46.53281399,46.45127193,46.36467127,46.29142119,46.25244204,46.23514472,46.22995379,46.23965529,46.26250369,46.2931507,46.32608354,46.35373501,46.37397462,46.39267665,46.412671,46.43238263,46.44987797,46.45269383,46.44478253,46.44247246,46.44531532
Rwanda,RWA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.95157989,47.97412276,48.05377205,48.12624754,48.19112399,48.25003612,48.30359775,48.35233141,48.39669218,48.43613441,48.48314637,48.54112338,48.59546828,48.64551185,48.69250842,48.735681,48.77842846,48.8202441,48.85872609,48.89536297,48.93073072,48.96357726
South Asia,SAS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.57878345,51.56752418,51.55473054,51.53942997,51.51897047,51.49598883,51.47051236,51.4447456,51.42296467,51.40234115,51.38248232,51.36353866,51.34643181,51.32291858,51.29295647,51.26677724,51.24331971,51.22008979,51.19810691,51.17640687,51.15337551,51.13285787
Saudi Arabia,SAU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,57.14470605,57.11077439,57.01045753,56.97369795,57.05062115,57.13383011,57.22193755,57.31017533,57.34104689,57.30005477,57.24721828,57.20331659,57.16365011,57.32578667,57.73026433,57.99008643,58.07132836,58.15691649,58.02369618,57.7636085,57.62129341,57.5043241
Sudan,SDN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.25581497,50.22521747,50.18497098,50.14004974,50.11003869,50.09348,50.07794577,50.06497329,50.05587889,50.04805979,50.03898203,50.02705143,50.01334342,50.00287128,49.9955012,49.98964843,49.98493419,49.98055958,49.97567533,49.96959516,49.96352578,49.95835707
Senegal,SEN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.27505783,49.25637098,49.2390985,49.22494935,49.21166253,49.19798036,49.18386188,49.16963297,49.15527153,49.14068009,49.12596766,49.10926106,49.09808717,49.09586331,49.09798123,49.10496535,49.11588247,49.12646451,49.14131802,49.16273423,49.17892231,49.18881283
Singapore,SGP,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.86171355,50.71241263,50.56134073,50.54489017,50.78653398,51.13191298,51.45180165,51.74827729,51.97124481,52.07617606,52.12360888,52.16873507,52.21184733,52.24372737,52.25787837,52.26400892,52.26887369,52.2734622,52.28562596,52.30539668,52.29666403,52.25901509
Solomon Islands,SLB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.56713107,51.51967842,51.47514228,51.43299495,51.39310541,51.35716253,51.32335015,51.29198061,51.26333749,51.23771719,51.21450323,51.19469748,51.17823813,51.16279829,51.14885799,51.13698158,51.12620573,51.1162338,51.10613419,51.09592273,51.07176438,51.03454237
Sierra Leone,SLE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.70587222,49.73850228,49.77197271,49.80685633,49.84298873,49.87707864,49.90649925,49.933321,49.95772677,49.97998453,50.00043455,50.01829901,50.03421239,50.04844306,50.06040236,50.07139633,50.08017141,50.08748789,50.09452306,50.10118588,50.10845115,50.11533266
El Salvador,SLV,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.08402544,48.03632877,47.98170207,47.92031623,47.85395023,47.81726273,47.81141507,47.80670043,47.8027273,47.79843871,47.79368408,47.78724666,47.77747931,47.76190783,47.73844054,47.70793154,47.67552501,47.65024839,47.63321362,47.61818938,47.60650856,47.60201309
San Marino,SMR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.93632236,48.94234467,48.96710549,49.00366002,49.04703094,49.0550507,49.02931596,49.00994881,48.94330549,48.71826435,48.58143185,48.62851134,48.64176825,48.63866548,48.62859845,48.63753817,48.67666003,48.71554801,48.70467845,48.6560972,48.6631016,48.69211105
Somalia,SOM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.01775031,50.03510352,50.05004273,50.06402802,50.07659268,50.08660659,50.09509064,50.10479507,50.11041729,50.11396976,50.11881521,50.12243936,50.12522508,50.12678814,50.12692713,50.1264883,50.12713569,50.12968282,50.13281114,50.13382199,50.13460142,50.13685985
Serbia,SRB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.22599028,48.21446389,48.20971095,48.19726715,48.17642344,48.14934545,48.12359361,48.0980313,48.07153306,48.04813541,48.02754451,48.00735488,47.98963674,47.97622075,47.96493876,47.9586276,47.95681035,47.95211656,47.93827947,47.92682898,47.93091057,47.94466474
Sub-Saharan Africa (excluding high income),SSA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.54814224,49.56707273,49.58620429,49.6038467,49.62200467,49.64100086,49.65838065,49.67310737,49.68752309,49.70215083,49.71597682,49.72999912,49.74512699,49.76576494,49.77877036,49.78604202,49.79736391,49.80704826,49.81592706,49.82304397,49.82953303,49.83688407
South Sudan,SSD,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.68785989,48.77714514,48.86701294,48.95316949,49.03552729,49.11165274,49.18101862,49.24307312,49.30601614,49.36302176,49.4075561,49.44558502,49.45523542,49.45549516,49.45675104,49.44147366,49.43781,49.45736206,49.48104543,49.50176177,49.52310806,49.5446034
Sub-Saharan Africa,SSF,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.54824887,49.567185,49.58632688,49.60397887,49.62214798,49.64115318,49.65854552,49.67328234,49.68771391,49.70234829,49.7161867,49.73022057,49.74535525,49.7659982,49.77900676,49.78628167,49.79760588,49.80729294,49.8161715,49.82328493,49.82981194,49.83714571
Small states,SST,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.25165127,50.28762012,50.35364514,50.43384733,50.51681466,50.60102486,50.68226449,50.76243085,50.80815709,50.82439375,50.86676899,50.89721111,50.89280133,50.92386362,50.99196861,51.06189731,51.10931694,51.11204496,51.0790377,51.04653133,51.02586395,51.00171612
Sao Tome and Principe,STP,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.85684826,49.86992885,49.87793046,49.88248392,49.88143008,49.88136242,49.88391071,49.88547561,49.88415377,49.8962611,49.91101704,49.91768039,49.92177096,49.92442473,49.92767505,49.92645504,49.92192823,49.91775358,49.9046382,49.88861847,49.87553875,49.85896418
Suriname,SUR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.42891786,50.49346937,50.49669782,50.44554647,50.39739628,50.35230876,50.30977379,50.26972872,50.22945356,50.18799376,50.14844717,50.11144664,50.07635839,50.04439811,50.00524548,49.95855735,49.9130054,49.88114296,49.85561678,49.81965301,49.77428645,49.72546515
Slovak Republic,SVK,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.57726383,48.57950021,48.58683767,48.59710556,48.60576114,48.6147135,48.62370848,48.63954339,48.65859317,48.67756373,48.69911595,48.7152197,48.72782319,48.74737392,48.77180986,48.79309676,48.81273127,48.82836651,48.83318266,48.82653385,48.86265554,48.89128052
Slovenia,SVN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.73495728,48.80534993,48.88066541,48.96302733,49.0483569,49.13032583,49.21414746,49.30596633,49.40059408,49.45810919,49.48399356,49.50790736,49.53186079,49.60622088,49.72493086,49.84197424,49.95892539,50.07674283,50.19722418,50.25794915,50.26851032,50.28959628
Sweden,SWE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.49675174,49.52654163,49.55654894,49.58788025,49.62177306,49.66302833,49.70842226,49.75432227,49.80189686,49.85083531,49.90310263,49.95820263,50.01271094,50.06798927,50.12406417,50.18020141,50.23475989,50.28637732,50.33332629,50.37226654,50.39757437,50.41297253
Eswatini,SWZ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.15090088,48.13311711,48.12491321,48.12116214,48.11312614,48.10112102,48.1762045,48.34411984,48.50952797,48.65949984,48.80209889,48.93711007,49.06192128,49.17817231,49.28727974,49.38813087,49.48208764,49.57203793,49.62635147,49.63896631,49.61154061,49.55716034
Sint Maarten (Dutch part),SXM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.61647151,48.49564401,48.36133915,48.2091827,48.0495395,47.89021658,47.71382795,47.53227726,47.35424108,47.26950674,49.66276786,52.04392923,52.3657289,52.62280811,52.8708944,52.88780651,52.93518913,53.16193578,53.36649779,53.52163844,53.53480475,53.45755506
Seychelles,SYC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.44945592,50.55268447,50.6958626,50.82728829,50.95702295,51.09198981,51.2371157,51.38855322,51.5577487,51.74416746,51.92479199,52.08139463,52.19742656,52.28436114,52.36598082,52.44619933,52.52907343,52.61801424,52.6741211,52.69040396,52.64754756,52.54969348
Syrian Arab Republic,SYR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.57267758,50.55920169,50.55005785,50.54512438,50.52934568,50.50295839,50.49158615,50.49035104,50.48462986,50.47836337,50.45548716,50.41412933,50.36604798,50.31765392,50.27073042,50.21428489,50.15842739,50.12342119,50.10286389,50.08888189,50.07233139,50.05104832
Turks and Caicos Islands,TCA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.26225847,51.19370716,51.12160567,51.04813503,50.98694683,50.94411451,50.90438334,50.85196459,50.79055372,50.73663032,50.69043982,50.66380901,50.64456196,50.60758662,50.56999425,50.53960446,50.50497746,50.46193129,50.42235071,50.38125637,50.33805221,50.2995962
Chad,TCD,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.85762645,49.89667658,49.93246478,49.96533737,49.9950413,50.02060576,50.04452788,50.06807509,50.09071667,50.11028006,50.1273706,50.1417669,50.15340444,50.16254989,50.17340656,50.18423183,50.19093565,50.19463794,50.1963658,50.19592846,50.19378147,50.19264638
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.80890378,50.81545547,50.82190483,50.82857427,50.8348677,50.84024071,50.84468002,50.84748994,50.84813737,50.84822283,50.84826804,50.84672297,50.84336475,50.83818077,50.83074693,50.81948345,50.80465847,50.78884088,50.76865148,50.74345615,50.71989276,50.69931995
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.88865612,47.87114093,47.85076112,47.82868621,47.81171532,47.80489318,47.80859906,47.81909804,47.8381801,47.86191417,47.88651871,47.91259545,47.93746937,47.95864328,47.97770029,47.99602743,48.01414721,48.02871233,48.03338817,48.03323424,48.03854954,48.0308176
Togo,TGO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.85964316,49.87981002,49.90255548,49.92722701,49.95362804,49.98036391,50.0079711,50.03481999,50.06129928,50.08906938,50.11597984,50.14116489,50.16414478,50.18528136,50.20474188,50.22220751,50.23676227,50.24830482,50.2578951,50.26447602,50.26981933,50.27604434
Thailand,THA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.23621879,49.2223747,49.2078399,49.19199026,49.17445353,49.15608051,49.13637649,49.11566629,49.08617543,49.04817507,49.00989448,48.97068498,48.93009232,48.88792772,48.84221951,48.794102,48.74517281,48.6951021,48.64518223,48.59423744,48.54607785,48.50291734
Tajikistan,TJK,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.24166374,49.32328132,49.40466423,49.48708679,49.5718051,49.65847016,49.7477892,49.83853726,49.92264929,49.99493244,50.05909721,50.1165596,50.16511441,50.20499027,50.23746985,50.26349711,50.28550201,50.30412864,50.31315993,50.31908508,50.32491904,50.326035
Turkmenistan,TKM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.26752002,49.2796998,49.28961665,49.30048969,49.31198425,49.32336881,49.33819705,49.35642199,49.37638217,49.39761913,49.42079425,49.44428108,49.46388513,49.48010303,49.49669945,49.51191973,49.52274221,49.52944099,49.53504058,49.53959055,49.54087924,49.53974003
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.50347773,49.49223369,49.48159324,49.47144038,49.46179243,49.45223521,49.43975137,49.42489061,49.41162852,49.40061747,49.39029327,49.37999316,49.371214,49.36280463,49.35343702,49.34374009,49.33415599,49.32248011,49.30199396,49.27366977,49.25144477,49.23854917
Timor-Leste,TLS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.30397883,51.26796522,51.24245631,51.23917661,51.24949224,51.26324113,51.27929317,51.29812114,51.2949179,51.24081741,51.16421547,51.09443806,51.03086519,50.99994775,50.99864278,50.99832292,50.99857748,50.99918934,50.9980423,50.99376051,50.99224929,50.99397617
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.53573744,50.53754711,50.54408563,50.54749748,50.55093998,50.55183775,50.54972672,50.54901748,50.54991284,50.55301299,50.55097925,50.54819982,50.55046912,50.54673698,50.53577364,50.5226178,50.50882521,50.49541508,50.48310034,50.47051705,50.45662868,50.44266839
Tonga,TON,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.78031675,50.77387223,50.7664039,50.7587591,50.75148319,50.68830998,50.56390977,50.4470619,50.35247665,50.25601472,50.15906681,50.05836267,49.95685855,49.86242249,49.77343033,49.69216905,49.61388493,49.54121447,49.49265586,49.46376525,49.45628778,49.47157451
South Asia (IDA & IBRD),TSA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.57878345,51.56752418,51.55473054,51.53942997,51.51897047,51.49598883,51.47051236,51.4447456,51.42296467,51.40234115,51.38248232,51.36353866,51.34643181,51.32291858,51.29295647,51.26677724,51.24331971,51.22008979,51.19810691,51.17640687,51.15337551,51.13285787
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.54824887,49.567185,49.58632688,49.60397887,49.62214798,49.64115318,49.65854552,49.67328234,49.68771391,49.70234829,49.7161867,49.73022057,49.74535525,49.7659982,49.77900676,49.78628167,49.79760588,49.80729294,49.8161715,49.82328493,49.82981194,49.83714571
Trinidad and Tobago,TTO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.49129397,49.47294075,49.45502846,49.43410697,49.41910163,49.40986857,49.39614576,49.37620924,49.35531264,49.33958677,49.32902305,49.31822709,49.303938,49.28169667,49.25551102,49.23850624,49.41187964,49.46837242,49.34792217,49.34176158,49.31863487,49.27941668
Tunisia,TUN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.05465815,50.00885833,49.9568072,49.91402865,49.88455255,49.85475495,49.82601743,49.79723685,49.76721108,49.74976723,49.73083525,49.69772441,49.66442231,49.63085036,49.59588528,49.56022732,49.52386403,49.48600393,49.44059324,49.39305775,49.35508461,49.32506827
Turkiye,TUR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.28292663,50.27499454,50.26662728,50.25828722,50.25024162,50.24285405,50.23570708,50.22862449,50.22202027,50.21483851,50.207072,50.20041693,50.1944789,50.18768132,50.17869055,50.16938396,50.16071503,50.15106068,50.13699223,50.12046772,50.10757812,50.09696829
Tuvalu,TUV,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.81787907,49.9896566,50.18894903,50.35310734,50.50847458,50.67494334,50.88590343,51.05687932,51.22274882,51.38317757,51.54781647,51.63949441,51.62858978,51.6410775,51.6863251,51.69929812,51.66129775,51.6064257,51.51323516,51.36558372,51.26414427,51.2021762
